iter	Passed	Remaining
138	11517	29912
139	11606	29844
140	11688	29758
141	11767	29668
142	11857	29602
143	11940	29520
144	12028	29449
145	12111	29365
146	12204	29306
147	12297	29247
148	12385	29177
149	12480	29120
150	12562	29034
151	12641	28941
152	12723	28856
153	12807	28776
154	12899	28712
155	12989	28643
156	13069	28553
157	13140	28443
158	13227	28368
159	13315	28296
160	13413	28244
161	13502	28171
162	13592	28102
163	13689	28046
164	13778	27973
165	13872	27911
166	13967	27851
167	14056	27777
168	14142	27699
169	14235	27632
170	14345	27599
171	14468	27590
172	14557	27516
173	14657	27461
174	14759	27409
175	14862	27359
176	14954	27290
177	15037	27202
178	15127	27127
179	15212	27044
180	15302	26968
181	15389	26889
182	15476	26809
183	15564	26730
184	15650	26647
185	15727	26550
186	15812	26466
187	15889	26369
188	15972	26282
189	16060	26204
190	16159	26142
191	16249	26066
192	16288	25909
193	16362	25808
194	16455	25738
195	16545	25662
196	16625	25571
197	16721	25504
198	16816	25436
199	16910	25365
200	17006	25297
201	17089	25211
202	17174	25127
203	17259	25043
204	17352	24970
205	17431	24877
206	17518	24796
207	17602	24710
208	17679	24616
209	17764	24532
210	17844	24441
211	17934	24364
212	18023	24284
213	18113	24208
214	18203	24130
215	18306	24069
216	18399	23995
217	18483	23909
218	18569	23826
219	18665	23756
220	18748	23668
221	18836	23587
222	18924	23507
223	19020	23436
224	19117	23366
225	19219	23301
226	19378	23305
227	19504	23268
228	19595	23189
229	19719	23148
230	19824	23085
231	19918	23009
232	20036	22960
233	20154	22910
234	20264	22851
235	20361	22777
236	20460	22705
237	20537	22608
238	20656	22557
239	20780	22512
240	20876	22435
241	21009	22398
242	21134	22351
243	21247	22292
244	21357	22229
245	21481	22180
246	21609	22134
247	21740	22091
248	21867	22043
249	21984	21984
250	22097	21921
251	22186	21834
252	22277	21749
253	22375	21671
254	22475	21593
255	22568	21510
256	22662	21428
257	22762	21351
258	22869	21280
259	23003	21234
260	23146	21195
261	23283	21150
262	23406	21092
263	23503	21010
264	23581	20912
265	23670	20823
266	23769	20742
267	23877	20670
268	23979	20591
269	24082	20514
270	24173	20427
271	24269	20343
272	24395	20285
273	24528	20231
274	24654	20171
275	24765	20099
276	24896	20042
277	25015	19976
278	25127	19903
279	25224	19819
280	25327	19739
281	25405	19640
282	25489	19544
283	25584	19458
284	25685	19376
285	25776	19287
286	25876	19204
287	25962	19111
288	26060	19026
289	26161	18944
290	26262	18862
291	26368	18782
292	26460	18693
293	26558	18608
294	26663	18528
295	26755	18439
296	26851	18353
297	26939	18261
298	27030	18170
299	27115	18077
300	27189	17975
301	27285	17889
302	27387	17806
303	27491	17724
304	27573	17629
305	27672	17543
306	27768	17457
307	27868	17372
308	27961	17283
309	28066	17202
310	28172	17120
311	28285	17044
312	28384	16958
313	28490	16876
314	28574	16781
315	28665	16691
316	28762	16603
317	28852	16513
318	28944	16423
319	29051	16341
320	29149	16254
321	29253	16171
322	29351	16084
323	29441	15992
324	29532	15902
325	29624	15811
326	29704	15715
327	29809	15631
328	29907	15544
329	30045	15478
330	30158	15398
331	30295	15330
332	30393	15242
333	30497	15157
334	30611	15077
335	30755	15011
336	30860	14926
337	30966	14842
338	31058	14750
339	31171	14669
340	31269	14580
341	31374	14494
342	31472	14405
343	31570	14316
344	31648	14219
345	31748	14130
346	31848	14042
347	31949	13954
348	32056	13869
349	32145	13776
350	32241	13686
351	32332	13594
352	32427	13503
353	32525	13414
354	32610	13319
355	32690	13223
356	32790	13134
357	32883	13043
358	32980	12953
359	33081	12865
360	33240	12798
361	33402	12733
362	33565	12668
363	33725	12600
364	33868	12526
365	33978	12440
366	34130	12368
367	34291	12300
368	34411	12216
369	34535	12134
370	34649	12048
371	34758	11959
372	34880	11876
373	35028	11801
374	35158	11719
375	35267	11630
376	35370	11539
377	35463	11445
378	35570	11356
379	35672	11264
380	35766	11171
381	35868	11079
382	35966	10987
383	36075	10897
384	36192	10810
385	36285	10716
386	36381	10623
387	36474	10528
388	36599	10443
389	36715	10355
390	36828	10266
391	36938	10177
392	37039	10084
393	37143	9993
394	37257	9903
395	37396	9821
396	37533	9737
397	37684	9657
398	37817	9572
399	37937	9484
400	38066	9397
401	38202	9313
402	38300	9218
403	38396	9123
404	38498	9030
405	38607	8938
406	38709	8845
407	38845	8759
408	38970	8670
409	39088	8580
410	39184	8485
411	39281	8390
412	39378	8295
413	39474	8200
414	39586	8108
415	39674	8011
416	39793	7920
417	39935	7834
418	40052	7742
419	40148	7647
420	40260	7554
421	40368	7461
422	40464	7365
423	40563	7270
424	40662	7175
425	40784	7084
426	40898	6991
427	40999	6897
428	41093	6801
429	41197	6706
430	41358	6621
431	41481	6529
432	41585	6434
433	41731	6346
434	41871	6256
435	41990	6163
436	42080	6066
437	42184	5971
438	42300	5877
439	42428	5785
440	42581	5696
441	42731	5607
442	42880	5517
443	43018	5425
444	43127	5330
445	43243	5235
446	43380	5143
447	43517	5051
448	43655	4958
449	43757	4861
450	43851	4764
451	43966	4668
452	44072	4572
453	44171	4475
454	44269	4378
455	44398	4284
456	44522	4189
457	44629	4092
458	44734	3995
459	44854	3900
460	44977	3805
461	45075	3707
462	45163	3609
463	45271	3512
464	45368	3414
465	45514	3320
466	45613	3223
467	45696	3124
468	45800	3027
469	45922	2931
470	46042	2834
471	46155	2738
472	46264	2640
473	46371	2543
474	46475	2446
475	46583	2348
476	46693	2251
477	46794	2153
478	46902	2056
479	47005	1958
480	47099	1860
481	47197	1762
482	47301	1664
483	47410	1567
484	47521	1469
485	47618	1371
486	47724	1273
487	47828	1176
488	47928	1078
489	48034	980
490	48129	882
491	48255	784
492	48393	687
493	48503	589
494	48622	491
495	48730	392
496	48820	294
497	48910	196
498	49014	98
499	49115	0
