iter	Passed	Remaining
227	27792	94102
228	27946	94089
229	28066	93962
230	28191	93849
231	28352	93857
232	28508	93845
233	28622	93695
234	28773	93666
235	28911	93594
236	29038	93486
237	29167	93384
238	29326	93378
239	29504	93431
240	29646	93366
241	29796	93329
242	29932	93245
243	30074	93183
244	30218	93120
245	30386	93135
246	30543	93115
247	30677	93021
248	30794	92878
249	30900	92701
250	31028	92590
251	31155	92476
252	31277	92349
253	31401	92226
254	31512	92065
255	31637	91946
256	31749	91790
257	31880	91688
258	32011	91584
259	32139	91474
260	32262	91349
261	32410	91294
262	32543	91194
263	32664	91064
264	32784	90930
265	32897	90777
266	33013	90631
267	33135	90505
268	33232	90307
269	33391	90279
270	33566	90295
271	33758	90354
272	33884	90234
273	34005	90101
274	34119	89950
275	34238	89813
276	34389	89761
277	34516	89643
278	34641	89522
279	34761	89385
280	34879	89245
281	34999	89113
282	35119	88978
283	35235	88832
284	35372	88742
285	35495	88615
286	35617	88485
287	35733	88342
288	35859	88221
289	35982	88094
290	36103	87963
291	36219	87819
292	36350	87713
293	36470	87579
294	36597	87460
295	36713	87317
296	36831	87179
297	36948	87038
298	37065	86899
299	37183	86761
300	37318	86662
301	37452	86562
302	37562	86405
303	37672	86249
304	37791	86115
305	37883	85919
306	38002	85784
307	38120	85647
308	38222	85475
309	38361	85385
310	38471	85231
311	38585	85086
312	38708	84960
313	38831	84835
314	38952	84705
315	39062	84552
316	39257	84582
317	39385	84468
318	39492	84308
319	39609	84170
320	39725	84029
321	39839	83886
322	39961	83757
323	40073	83609
324	40197	83486
325	40331	83384
326	40457	83266
327	40572	83123
328	40693	82994
329	40808	82854
330	40921	82708
331	41039	82573
332	41155	82435
333	41279	82311
334	41407	82197
335	41526	82064
336	41642	81925
337	41768	81806
338	41882	81665
339	42003	81535
340	42121	81402
341	42236	81261
342	42381	81179
343	42502	81051
344	42616	80909
345	42728	80763
346	42854	80645
347	42949	80469
348	43067	80334
349	43183	80197
350	43299	80061
351	43427	79946
352	43555	79830
353	43671	79693
354	43790	79562
355	43904	79422
356	44020	79286
357	44132	79142
358	44257	79021
359	44384	78905
360	44497	78764
361	44616	78632
362	44741	78513
363	44858	78379
364	44980	78253
365	45095	78117
366	45214	77986
367	45348	77880
368	45465	77747
369	45587	77621
370	45714	77505
371	45828	77367
372	45945	77233
373	46059	77094
374	46172	76954
375	46298	76836
376	46429	76725
377	46592	76668
378	46726	76561
379	46885	76497
380	47038	76421
381	47201	76362
382	47361	76297
383	47533	76251
384	47651	76119
385	47801	76036
386	47950	75952
387	48108	75882
388	48239	75768
389	48409	75717
390	48551	75620
391	48682	75507
392	48818	75401
393	48966	75314
394	49101	75206
395	49246	75113
396	49400	75034
397	49561	74965
398	49698	74859
399	49843	74765
400	49985	74666
401	50112	74545
402	50275	74477
403	50413	74372
404	50571	74296
405	50685	74155
406	50824	74051
407	50988	73982
408	51128	73879
409	51268	73776
410	51426	73698
411	51585	73621
412	51731	73525
413	51859	73405
414	52015	73323
415	52155	73218
416	52302	73123
417	52437	73010
418	52544	72860
419	52662	72724
420	52797	72612
421	52953	72528
422	53096	72427
423	53260	72353
424	53370	72207
425	53490	72073
426	53644	71986
427	53782	71877
428	53898	71739
429	54012	71598
430	54173	71518
431	54321	71422
432	54437	71284
433	54552	71145
434	54658	70993
435	54787	70872
436	54912	70745
437	55042	70624
438	55164	70494
439	55296	70377
440	55421	70250
441	55532	70106
442	55652	69974
443	55786	69859
444	55922	69746
445	56026	69592
446	56142	69455
447	56269	69332
448	56401	69213
449	56519	69079
450	56653	68963
451	56783	68843
452	56907	68716
453	57043	68603
454	57156	68462
455	57288	68343
456	57414	68218
457	57519	68068
458	57648	67947
459	57764	67810
460	57887	67682
461	58009	67551
462	58143	67435
463	58287	67332
464	58401	67193
465	58522	67062
466	58688	66982
467	58819	66863
468	58928	66718
469	59043	66580
470	59172	66458
471	59298	66333
472	59427	66211
473	59544	66076
474	59718	66004
475	59966	66013
476	60093	65888
477	60278	65827
478	60462	65764
479	60602	65652
480	60742	65541
481	60862	65408
482	61004	65299
483	61233	65281
484	61432	65232
485	61588	65136
486	61736	65032
487	61901	64945
488	62025	64816
489	62165	64703
490	62331	64616
491	62461	64492
492	62572	64349
493	62690	64213
494	62823	64092
495	62953	63968
496	63072	63834
497	63204	63712
498	63350	63604
499	63477	63477
500	63599	63346
501	63731	63223
502	63858	63096
503	63993	62977
504	64123	62853
505	64275	62751
506	64408	62629
507	64521	62489
508	64643	62357
509	64756	62217
510	64885	62091
511	64998	61951
512	65126	61825
513	65255	61700
514	65393	61583
515	65515	61452
516	65648	61331
517	65767	61196
518	65897	61072
519	66028	60949
520	66170	60836
521	66301	60712
522	66424	60581
523	66544	60449
524	66669	60320
525	66793	60189
526	66918	60061
527	67037	59927
528	67168	59803
529	67289	59671
530	67416	59545
531	67536	59412
532	67659	59281
533	67768	59138
534	67890	59007
535	68010	58874
536	68143	58753
537	68279	58633
538	68400	58502
539	68512	58362
540	68637	58233
541	68751	58096
542	68881	57971
543	68999	57838
544	69132	57716
545	69245	57578
546	69369	57448
547	69493	57319
548	69624	57196
549	69741	57061
550	69864	56931
551	69976	56792
552	70113	56673
553	70247	56552
554	70375	56427
555	70482	56284
556	70607	56156
557	70743	56036
558	70868	55909
559	70992	55779
560	71117	55651
561	71249	55528
562	71390	55412
563	71516	55286
564	71649	55164
565	71772	55033
566	71902	54909
567	72021	54777
568	72155	54655
569	72267	54517
570	72477	54453
571	72627	54343
572	72771	54229
573	72899	54103
574	73019	53971
575	73152	53848
576	73316	53748
577	73462	53634
578	73615	53527
579	73766	53417
580	73889	53286
581	74021	53163
582	74152	53038
583	74314	52936
584	74455	52818
585	74590	52697
586	74711	52565
587	74833	52434
588	74951	52300
589	75072	52169
590	75210	52049
591	75357	51935
592	75472	51799
593	75592	51667
594	75721	51541
595	75842	51409
596	75970	51283
597	76101	51158
598	76246	51042
599	76368	50912
600	76485	50778
601	76606	50647
602	76748	50529
603	76885	50408
604	77007	50277
605	77137	50152
606	77266	50026
607	77391	49897
608	77498	49756
609	77610	49620
610	77730	49488
611	77840	49349
612	77997	49241
613	78140	49124
614	78264	48994
615	78393	48868
616	78504	48731
617	78652	48617
618	78780	48489
619	78903	48360
620	79027	48231
621	79175	48116
622	79305	47990
623	79434	47864
624	79552	47731
625	79675	47601
626	79799	47472
627	79922	47342
628	80043	47211
629	80183	47092
630	80303	46960
631	80427	46830
632	80546	46698
633	80667	46568
634	80783	46434
635	80910	46307
636	81027	46174
637	81169	46055
638	81293	45926
639	81411	45794
640	81523	45658
641	81642	45526
642	81753	45390
643	81885	45265
644	81996	45130
645	82135	45009
646	82251	44875
647	82367	44742
648	82463	44599
649	82593	44473
650	82708	44340
651	82831	44210
652	82963	44086
653	83089	43958
654	83209	43827
655	83322	43693
656	83443	43563
657	83562	43432
658	83667	43293
659	83786	43162
660	83913	43035
661	84029	42903
662	84170	42783
663	84300	42658
664	84425	42529
665	84543	42398
666	84668	42270
667	84784	42138
668	84911	42011
669	85028	41879
670	85162	41756
671	85294	41631
672	85406	41497
673	85523	41365
674	85630	41229
675	85750	41099
676	85871	40969
677	86002	40844
678	86145	40725
679	86248	40587
680	86375	40460
681	86493	40329
682	86610	40198
683	86721	40064
684	86857	39941
685	86978	39812
686	87119	39692
687	87243	39564
688	87388	39445
689	87511	39316
690	87635	39188
691	87734	39049
692	87845	38915
693	87962	38784
694	88117	38670
695	88248	38545
696	88369	38416
697	88483	38283
698	88602	38153
699	88718	38022
700	88833	37890
701	88944	37757
702	89103	37643
703	89264	37531
704	89417	37415
705	89585	37306
706	89726	37185
707	89868	37064
708	90033	36952
709	90228	36854
710	90376	36735
711	90523	36616
712	90675	36499
713	90828	36382
714	90957	36255
715	91113	36140
716	91259	36020
717	91407	35900
718	91557	35782
719	91701	35661
720	91819	35530
721	91968	35411
722	92111	35290
723	92244	35165
724	92373	35038
725	92491	34907
726	92617	34779
727	92737	34649
728	92861	34520
729	92997	34396
730	93136	34273
731	93258	34143
732	93383	34015
733	93499	33883
734	93621	33754
735	93737	33623
736	93860	33494
737	94010	33375
738	94150	33252
739	94262	33119
740	94378	32987
741	94493	32856
742	94621	32729
743	94730	32595
744	94895	32481
745	95019	32352
746	95142	32223
747	95280	32099
748	95483	31997
749	95632	31877
750	95783	31757
751	95894	31624
752	96027	31498
753	96176	31378
754	96297	31248
755	96419	31119
756	96562	30996
757	96679	30865
758	96805	30737
759	96939	30612
760	97091	30492
761	97231	30368
762	97360	30241
763	97480	30111
764	97589	29978
765	97698	29845
766	97817	29715
767	97939	29585
768	98086	29464
769	98217	29337
770	98338	29208
771	98451	29076
772	98561	28943
773	98675	28812
774	98812	28687
775	98926	28556
776	99062	28430
777	99187	28302
778	99304	28172
779	99406	28037
780	99533	27910
781	99652	27780
782	99781	27653
783	99897	27522
784	100035	27398
785	100172	27273
786	100305	27147
787	100413	27014
788	100537	26886
789	100658	26757
790	100778	26627
791	100897	26498
792	101019	26369
793	101161	26246
794	101279	26116
795	101390	25984
796	101522	25858
797	101632	25726
798	101758	25598
799	101877	25469
800	102022	25346
801	102149	25218
802	102276	25091
803	102398	24962
804	102527	24835
805	102648	24706
806	102779	24580
807	102897	24450
808	103038	24326
809	103161	24198
810	103292	24071
811	103411	23942
812	103551	23818
813	103676	23690
814	103802	23562
815	103912	23431
816	104053	23306
817	104171	23177
818	104290	23048
819	104406	22918
820	104536	22791
821	104657	22663
822	104788	22536
823	104896	22405
824	105038	22280
825	105162	22152
826	105277	22023
827	105390	21892
828	105522	21766
829	105676	21644
830	105800	21516
831	105924	21388
832	106070	21265
833	106199	21138
834	106341	21013
835	106458	20884
836	106588	20757
837	106708	20628
838	106849	20503
839	106975	20376
840	107135	20255
841	107265	20128
842	107380	19998
843	107501	19869
844	107619	19740
845	107743	19612
846	107865	19484
847	107999	19358
848	108145	19234
849	108262	19105
850	108402	18979
851	108527	18852
852	108657	18725
853	108776	18596
854	108893	18467
855	109015	18339
856	109136	18210
857	109281	18086
858	109410	17959
859	109521	17829
860	109666	17704
861	109790	17576
862	109934	17451
863	110064	17324
864	110176	17195
865	110300	17067
866	110434	16940
867	110556	16812
868	110683	16685
869	110806	16557
870	110950	16432
871	111083	16305
872	111209	16178
873	111324	16049
874	111455	15922
875	111575	15793
876	111704	15666
877	111826	15538
878	111974	15413
879	112089	15284
880	112213	15157
881	112323	15027
882	112444	14899
883	112561	14770
884	112692	14643
885	112809	14514
886	112958	14390
887	113094	14264
888	113218	14136
889	113333	14007
890	113468	13881
891	113598	13754
892	113714	13625
893	113853	13499
894	113996	13373
895	114125	13246
896	114337	13129
897	114477	13003
898	114630	12878
899	114757	12750
900	114876	12622
901	115007	12495
902	115146	12368
903	115273	12241
904	115405	12114
905	115537	11987
906	115662	11859
907	115776	11730
908	115887	11601
909	116020	11474
910	116155	11347
911	116279	11219
912	116393	11091
913	116544	10965
914	116665	10837
915	116811	10711
916	116929	10583
917	117065	10456
918	117200	10329
919	117328	10202
920	117454	10074
921	117574	9946
922	117686	9817
923	117833	9691
924	118000	9567
925	118126	9439
926	118245	9311
927	118385	9185
928	118500	9056
929	118628	8929
930	118776	8802
931	118900	8675
932	119035	8548
933	119160	8420
934	119276	8291
935	119400	8164
936	119543	8037
937	119655	7908
938	119780	7781
939	119914	7654
940	120049	7527
941	120176	7399
942	120311	7272
943	120446	7145
944	120570	7017
945	120709	6890
946	120833	6762
947	120971	6635
948	121114	6508
949	121248	6381
950	121379	6254
951	121512	6126
952	121633	5998
953	121770	5871
954	121940	5745
955	122089	5619
956	122228	5492
957	122372	5364
958	122502	5237
959	122634	5109
960	122772	4982
961	122932	4855
962	123078	4728
963	123224	4601
964	123355	4474
965	123482	4346
966	123614	4218
967	123740	4090
968	123849	3962
969	123996	3834
970	124150	3707
971	124283	3580
972	124408	3452
973	124559	3324
974	124679	3196
975	124810	3069
976	124959	2941
977	125081	2813
978	125226	2686
979	125363	2558
980	125499	2430
981	125665	2303
982	125817	2175
983	125957	2048
984	126088	1920
985	126244	1792
986	126365	1664
987	126483	1536
988	126599	1408
989	126728	1280
990	126851	1152
991	126987	1024
992	127107	896
993	127246	768
994	127384	640
995	127504	512
996	127632	384
997	127800	256
998	127972	128
999	128106	0
