iter	Passed	Remaining
623	90442	54497
624	90631	54378
625	90823	54261
626	91025	54150
627	91198	54022
628	91333	53870
629	91496	53735
630	91638	53589
631	91793	53449
632	91975	53325
633	92123	53181
634	92283	53044
635	92432	52901
636	92580	52757
637	92724	52611
638	92894	52480
639	93033	52331
640	93174	52183
641	93314	52035
642	93466	51893
643	93599	51741
644	93736	51591
645	93878	51444
646	94014	51293
647	94163	51150
648	94298	50999
649	94434	50849
650	94580	50704
651	94735	50564
652	94867	50411
653	95004	50262
654	95154	50119
655	95281	49964
656	95420	49816
657	95550	49662
658	95737	49539
659	95921	49414
660	96080	49275
661	96237	49136
662	96395	48997
663	96556	48859
664	96719	48723
665	96860	48575
666	96998	48426
667	97126	48272
668	97312	48146
669	97485	48015
670	97609	47859
671	97757	47714
672	97956	47595
673	98108	47453
674	98247	47304
675	98400	47162
676	98525	47007
677	98652	46852
678	98797	46706
679	98964	46571
680	99107	46424
681	99235	46271
682	99377	46124
683	99505	45970
684	99635	45817
685	99778	45671
686	99921	45524
687	100051	45372
688	100180	45219
689	100314	45069
690	100450	44919
691	100624	44786
692	100789	44649
693	100970	44520
694	101145	44387
695	101285	44239
696	101426	44092
697	101554	43939
698	101685	43787
699	101806	43631
700	101940	43481
701	102098	43341
702	102252	43199
703	102383	43047
704	102518	42897
705	102656	42749
706	102787	42597
707	102923	42448
708	103070	42303
709	103220	42160
710	103358	42012
711	103481	41857
712	103612	41706
713	103785	41572
714	103938	41430
715	104071	41279
716	104219	41135
717	104348	40983
718	104502	40841
719	104641	40693
720	104772	40542
721	104914	40396
722	105059	40251
723	105257	40125
724	105388	39974
725	105551	39836
726	105694	39689
727	105826	39539
728	106022	39412
729	106175	39270
730	106318	39123
731	106459	38976
732	106628	38839
733	106799	38703
734	106952	38561
735	107082	38410
736	107240	38268
737	107375	38119
738	107551	37984
739	107722	37848
740	107858	37699
741	108029	37562
742	108163	37413
743	108305	37266
744	108431	37114
745	108563	36963
746	108710	36818
747	108857	36673
748	109034	36539
749	109206	36402
750	109348	36255
751	109506	36113
752	109698	35983
753	109821	35830
754	109990	35692
755	110132	35545
756	110336	35418
757	110501	35278
758	110652	35134
759	110809	34992
760	110954	34846
761	111095	34699
762	111284	34566
763	111420	34417
764	111562	34270
765	111695	34120
766	111758	33950
767	111894	33801
768	112034	33653
769	112172	33506
770	112301	33355
771	112425	33203
772	112564	33055
773	112693	32905
774	112831	32757
775	112968	32609
776	113101	32460
777	113236	32311
778	113359	32159
779	113528	32020
780	113678	31876
781	113840	31735
782	113975	31587
783	114142	31447
784	114284	31300
785	114420	31152
786	114548	31002
787	114711	30861
788	114843	30712
789	114999	30569
790	115136	30421
791	115280	30275
792	115428	30130
793	115552	29979
794	115689	29831
795	115841	29688
796	115980	29540
797	116136	29398
798	116272	29249
799	116412	29103
800	116532	28951
801	116658	28800
802	116808	28656
803	116946	28509
804	117080	28361
805	117234	28217
806	117378	28071
807	117506	27922
808	117639	27773
809	117789	27629
810	117922	27481
811	118072	27336
812	118197	27186
813	118349	27042
814	118489	26896
815	118651	26754
816	118821	26614
817	118949	26465
818	119095	26320
819	119226	26171
820	119369	26025
821	119496	25876
822	119633	25729
823	119774	25582
824	119902	25433
825	120041	25287
826	120173	25139
827	120349	25000
828	120483	24852
829	120652	24711
830	120794	24565
831	120945	24421
832	121088	24275
833	121216	24126
834	121372	23983
835	121509	23836
836	121656	23691
837	121793	23544
838	121924	23396
839	122077	23252
840	122216	23106
841	122366	22961
842	122500	22814
843	122661	22671
844	122810	22527
845	122960	22382
846	123084	22233
847	123212	22085
848	123348	21938
849	123488	21792
850	123625	21645
851	123759	21498
852	123914	21354
853	124081	21212
854	124257	21072
855	124416	20929
856	124618	20793
857	124772	20649
858	124940	20508
859	125107	20366
860	125280	20225
861	125415	20078
862	125542	19929
863	125708	19787
864	125857	19642
865	125996	19495
866	126149	19351
867	126302	19207
868	126440	19060
869	126571	18912
870	126705	18765
871	126848	18620
872	127041	18481
873	127203	18338
874	127356	18193
875	127512	18049
876	127666	17905
877	127803	17758
878	127956	17614
879	128128	17472
880	128245	17322
881	128394	17177
882	128551	17033
883	128694	16887
884	128830	16740
885	128999	16598
886	129147	16452
887	129298	16307
888	129465	16165
889	129586	16016
890	129732	15870
891	129873	15724
892	130011	15578
893	130145	15431
894	130273	15283
895	130416	15137
896	130542	14989
897	130688	14844
898	130832	14698
899	130956	14550
900	131088	14403
901	131216	14256
902	131368	14111
903	131509	13965
904	131653	13819
905	131785	13673
906	131916	13526
907	132053	13379
908	132190	13233
909	132320	13086
910	132451	12939
911	132570	12791
912	132730	12647
913	132866	12501
914	133000	12355
915	133138	12209
916	133275	12063
917	133419	11917
918	133541	11770
919	133717	11627
920	133863	11482
921	134026	11338
922	134187	11194
923	134325	11048
924	134458	10902
925	134577	10754
926	134713	10608
927	134845	10462
928	134989	10316
929	135111	10169
930	135268	10025
931	135395	9878
932	135517	9731
933	135646	9585
934	135803	9440
935	135941	9295
936	136075	9149
937	136216	9003
938	136333	8856
939	136461	8710
940	136595	8564
941	136725	8418
942	136854	8272
943	136978	8125
944	137131	7981
945	137273	7835
946	137412	7690
947	137550	7544
948	137711	7400
949	137840	7254
950	137984	7109
951	138123	6964
952	138253	6818
953	138395	6673
954	138519	6527
955	138648	6381
956	138792	6236
957	138917	6090
958	139048	5944
959	139178	5799
960	139307	5653
961	139437	5507
962	139575	5362
963	139721	5217
964	139851	5072
965	139975	4926
966	140117	4781
967	140248	4636
968	140392	4491
969	140541	4346
970	140697	4202
971	140845	4057
972	140988	3912
973	141137	3767
974	141268	3622
975	141424	3477
976	141561	3332
977	141711	3187
978	141850	3042
979	141989	2897
980	142135	2752
981	142255	2607
982	142383	2462
983	142513	2317
984	142650	2172
985	142783	2027
986	142920	1882
987	143039	1737
988	143177	1592
989	143307	1447
990	143442	1302
991	143566	1157
992	143695	1012
993	143828	868
994	143958	723
995	144088	578
996	144237	434
997	144372	289
998	144514	144
999	144637	0
