iter	RMSE
458	0.6916225469
459	0.6915818084
460	0.6915775494
461	0.6915188411
462	0.6914884221
463	0.691450429
464	0.6914085274
465	0.6913694248
466	0.6913301191
467	0.6913183975
468	0.691304996
469	0.6912249654
470	0.6911581408
471	0.6910828891
472	0.6910246567
473	0.6909839403
474	0.6909347349
475	0.690874109
476	0.6908441157
477	0.6908050573
478	0.6907803538
479	0.6907624822
480	0.6907372065
481	0.6906895134
482	0.6906653344
483	0.6906271507
484	0.6905708138
485	0.6905142663
486	0.6904974721
487	0.6904629887
488	0.6904445265
489	0.6904040554
490	0.69034146
491	0.690319948
492	0.6902867366
493	0.6902575523
494	0.6902539103
495	0.6902171267
496	0.6901797781
497	0.6901211632
498	0.6900767199
499	0.6900638857
